audioLen_1,audioLen_2,audioLen_3,audioLen_4,audioLen_5,audioLen_6,audioLen_7,audioLen_8
0.6530625,0.7314375,0.626958333333333,0.626958333333333,0.8359375,0.7314375,0.470208333333333,0.444083333333333
0.6530625,0.6530625,0.626958333333333,0.8359375,0.444083333333333,0.7314375,0.626958333333333,0.470208333333333
0.626958333333333,0.626958333333333,0.6530625,0.6530625,0.626958333333333,0.7314375,0.470208333333333,0.8359375
0.444083333333333,0.626958333333333,0.7314375,0.626958333333333,0.8359375,0.7314375,0.626958333333333,0.6530625
0.600833333333333,0.626958333333333,0.470208333333333,0.626958333333333,0.6530625,0.470208333333333,0.7314375,0.7314375
0.7314375,0.626958333333333,0.7314375,0.444083333333333,0.470208333333333,0.6530625,0.626958333333333,0.600833333333333
0.600833333333333,0.7314375,0.470208333333333,0.626958333333333,0.444083333333333,0.6530625,0.470208333333333,0.7314375
0.7314375,0.444083333333333,0.470208333333333,0.6530625,0.626958333333333,0.626958333333333,0.470208333333333,0.7314375
