audioLen_1,audioLen_2,audioLen_3,audioLen_4,audioLen_5,audioLen_6,audioLen_7,audioLen_8
0.7314375,0.7053125,0.7053125,0.496333333333333,0.417979166666667,0.7053125,0.7314375,0.574708333333333
0.496333333333333,0.7053125,0.8359375,0.417979166666667,0.6791875,0.7053125,0.7053125,0.626958333333333
0.470208333333333,0.7053125,0.417979166666667,0.496333333333333,0.7314375,0.574708333333333,0.8359375,0.6791875
0.470208333333333,0.600833333333333,0.626958333333333,0.496333333333333,0.7053125,0.574708333333333,0.417979166666667,0.7053125
0.626958333333333,0.7575625,0.7314375,0.470208333333333,0.417979166666667,0.7314375,0.522458333333333,0.7053125
0.7053125,0.7314375,0.522458333333333,0.7314375,0.496333333333333,0.470208333333333,0.626958333333333,0.7575625
0.470208333333333,0.7314375,0.417979166666667,0.7053125,0.496333333333333,0.7314375,0.7314375,0.522458333333333
0.7314375,0.470208333333333,0.7314375,0.626958333333333,0.496333333333333,0.7053125,0.417979166666667,0.522458333333333
