audioLen_1,audioLen_2,audioLen_3,audioLen_4,audioLen_5,audioLen_6,audioLen_7,audioLen_8
0.7575625,0.470208333333333,0.6791875,0.7575625,0.6530625,0.6791875,0.8098125,0.600833333333333
0.6530625,0.444083333333333,0.940416666666667,0.6791875,0.600833333333333,0.470208333333333,0.626958333333333,0.8098125
0.8098125,0.470208333333333,0.6791875,0.6530625,0.600833333333333,0.626958333333333,0.6791875,0.7575625
0.600833333333333,0.7575625,0.470208333333333,0.6791875,0.600833333333333,0.8098125,0.940416666666667,0.626958333333333
0.600833333333333,0.626958333333333,0.496333333333333,0.7575625,0.6791875,1.01879166666667,0.6791875,0.6530625
0.7575625,0.6791875,0.496333333333333,0.600833333333333,0.600833333333333,1.01879166666667,0.6530625,0.626958333333333
0.6530625,1.01879166666667,0.600833333333333,0.7575625,0.600833333333333,0.6791875,0.496333333333333,0.6791875
0.626958333333333,0.6791875,0.496333333333333,0.6791875,0.600833333333333,0.7575625,0.6530625,1.01879166666667
